date,location,location_name,value
2020-08-06,GM,Germany,9175
2020-08-06,GM01,Baden-Württemberg State,1851
2020-08-06,GM02,Free State of Bavaria,2624
2020-08-06,GM03,Free Hanseatic City of Bremen,56
2020-08-06,GM04,Free Hanseatic City of Hamburg,261
2020-08-06,GM05,Hesse State,523
2020-08-06,GM06,Lower Saxony State,654
2020-08-06,GM07,North Rhine-Westphalia State,1752
2020-08-06,GM08,Rhineland-Palatinate State,239
2020-08-06,GM09,Saarland State,174
2020-08-06,GM10,Schleswig-Holstein State,158
2020-08-06,GM11,Brandenburg State,168
2020-08-06,GM12,Mecklenburg-Western Pomerania State,20
2020-08-06,GM13,Free State of Saxony,225
2020-08-06,GM14,Sachsen-Anhalt State,64
2020-08-06,GM15,Free State of Thüringia,182
2020-08-06,GM16,Berlin State,224
