date,location,location_name,value
2020-08-17,GM,Germany,9232
2020-08-17,GM01,Baden-Württemberg State,1859
2020-08-17,GM02,Free State of Bavaria,2631
2020-08-17,GM03,Free Hanseatic City of Bremen,56
2020-08-17,GM04,Free Hanseatic City of Hamburg,264
2020-08-17,GM05,Hesse State,526
2020-08-17,GM06,Lower Saxony State,656
2020-08-17,GM07,North Rhine-Westphalia State,1778
2020-08-17,GM08,Rhineland-Palatinate State,242
2020-08-17,GM09,Saarland State,174
2020-08-17,GM10,Schleswig-Holstein State,158
2020-08-17,GM11,Brandenburg State,169
2020-08-17,GM12,Mecklenburg-Western Pomerania State,20
2020-08-17,GM13,Free State of Saxony,225
2020-08-17,GM14,Sachsen-Anhalt State,64
2020-08-17,GM15,Free State of Thüringia,186
2020-08-17,GM16,Berlin State,224
