date,location,location_name,value
2020-07-27,GM,Germany,9118
2020-07-27,GM01,Baden-Württemberg State,1841
2020-07-27,GM02,Free State of Bavaria,2619
2020-07-27,GM03,Free Hanseatic City of Bremen,55
2020-07-27,GM04,Free Hanseatic City of Hamburg,261
2020-07-27,GM05,Hesse State,518
2020-07-27,GM06,Lower Saxony State,648
2020-07-27,GM07,North Rhine-Westphalia State,1728
2020-07-27,GM08,Rhineland-Palatinate State,238
2020-07-27,GM09,Saarland State,174
2020-07-27,GM10,Schleswig-Holstein State,155
2020-07-27,GM11,Brandenburg State,168
2020-07-27,GM12,Mecklenburg-Western Pomerania State,20
2020-07-27,GM13,Free State of Saxony,225
2020-07-27,GM14,Sachsen-Anhalt State,63
2020-07-27,GM15,Free State of Thüringia,182
2020-07-27,GM16,Berlin State,223
