date,location,location_name,value
2020-09-10,GM,Germany,9341
2020-09-10,GM01,Baden-Württemberg State,1868
2020-09-10,GM02,Free State of Bavaria,2644
2020-09-10,GM03,Free Hanseatic City of Bremen,58
2020-09-10,GM04,Free Hanseatic City of Hamburg,267
2020-09-10,GM05,Hesse State,537
2020-09-10,GM06,Lower Saxony State,665
2020-09-10,GM07,North Rhine-Westphalia State,1827
2020-09-10,GM08,Rhineland-Palatinate State,245
2020-09-10,GM09,Saarland State,175
2020-09-10,GM10,Schleswig-Holstein State,161
2020-09-10,GM11,Brandenburg State,169
2020-09-10,GM12,Mecklenburg-Western Pomerania State,20
2020-09-10,GM13,Free State of Saxony,225
2020-09-10,GM14,Sachsen-Anhalt State,66
2020-09-10,GM15,Free State of Thüringia,188
2020-09-10,GM16,Berlin State,226
