date,location,location_name,value
2020-10-05,GM,Germany,9534
2020-10-05,GM01,Baden-Württemberg State,1890
2020-10-05,GM02,Free State of Bavaria,2672
2020-10-05,GM03,Free Hanseatic City of Bremen,59
2020-10-05,GM04,Free Hanseatic City of Hamburg,273
2020-10-05,GM05,Hesse State,553
2020-10-05,GM06,Lower Saxony State,690
2020-10-05,GM07,North Rhine-Westphalia State,1884
2020-10-05,GM08,Rhineland-Palatinate State,256
2020-10-05,GM09,Saarland State,177
2020-10-05,GM10,Schleswig-Holstein State,162
2020-10-05,GM11,Brandenburg State,169
2020-10-05,GM12,Mecklenburg-Western Pomerania State,20
2020-10-05,GM13,Free State of Saxony,239
2020-10-05,GM14,Sachsen-Anhalt State,68
2020-10-05,GM15,Free State of Thüringia,191
2020-10-05,GM16,Berlin State,231
